"row_id","area__rucc","area__urban_influence","econ__economic_typology","econ__pct_civilian_labor","econ__pct_unemployment","econ__pct_uninsured_adults","econ__pct_uninsured_children","demo__pct_female","demo__pct_below_18_years_of_age","demo__pct_aged_65_years_and_older","demo__pct_hispanic","demo__pct_non_hispanic_african_american","demo__pct_non_hispanic_white","demo__pct_american_indian_or_alaskan_native","demo__pct_asian","demo__pct_adults_less_than_a_high_school_diploma","demo__pct_adults_with_high_school_diploma","demo__pct_adults_with_some_college","demo__pct_adults_bachelors_or_higher","demo__birth_rate_per_1k","demo__death_rate_per_1k","health__pct_adult_obesity","health__pct_adult_smoking","health__pct_diabetes","health__pct_low_birthweight","health__pct_excessive_drinking","health__pct_physical_inacticity","health__air_pollution_particulate_matter","health__homicides_per_100k","health__motor_vehicle_crash_deaths_per_100k","health__pop_per_dentist","health__pop_per_primary_care_physician","yr","heart_disease_mortality_per_100k","population","metro","p_diab_obese","p_diab_smoke","p_obese_smoke","p_all_three"
3554,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents","Federal/State government-dependent",0.359,0.075,0.311,0.08,0.509,0.417,0.078,0.02,0,0.156,0.828,0,0.185443668993021,0.430707876370887,0.286141575274177,0.0977068793619142,27,7,0.418,0.425,0.184,0.071,0.267,0.386,11,NA,NA,669,1979,"b",511,"under 2.5k","Non-Metro",0.076912,0.0782,0.17765,0.0742577
3555,"Metro - Counties in metro areas of 1 million population or more","Large-in a metro area with at least 1 million residents or more","Manufacturing-dependent",0.523,0.047,0.179,0.067,0.504,0.257,0.114,0.16,0.021,0.686,0.007,0.098,0.088,0.191,0.319,0.402,13,6,0.259,0.113,0.081,0.06,0.136,0.143,10,0.7,5.86,1179,1120,"a",183,"1M+","Metro",0.020979,0.009153,0.029267,0.007580153
3556,"Metro - Counties in metro areas of 250,000 to 1 million population","Small-in a metro area with fewer than 1 million residents","Nonspecialized",0.503,0.06,0.169,0.061,0.513,0.223,0.171,0.022,0.08,0.88,0.001,0.006,0.101391650099404,0.379721669980119,0.301192842942346,0.217693836978131,12,10,0.313,0.214,0.111,0.086,0.148,0.271,14,2.53,9.83,1819,1279,"b",252,"250k-1M","Metro",0.034743,0.023754,0.066982,0.020965366
3558,"Metro - Counties in metro areas of 250,000 to 1 million population","Small-in a metro area with fewer than 1 million residents","Nonspecialized",0.482,0.05,0.203,0.056,0.518,0.212,0.153,0.058,0.194,0.722,0.005,0.03,0.126903553299492,0.282233502538071,0.30761421319797,0.283248730964467,12,10,0.288,0.188,0.128,0.115,0.108,0.292,13,6.2,13.09,1440,939,"a",283,"250k-1M","Metro",0.036864,0.024064,0.054144,0.015593472
3559,"Metro - Counties in metro areas of fewer than 250,000 population","Small-in a metro area with fewer than 1 million residents","Manufacturing-dependent",0.466,0.051,0.311,0.113,0.5,0.272,0.122,0.268,0.073,0.628,0.012,0.012,0.219858156028369,0.281661600810537,0.27355623100304,0.224924012158055,13,7,0.281,0.166,0.122,0.083,0.159,0.243,13,3.1,14.35,2289,1659,"b",245,"20-250k","Metro",0.034282,0.020252,0.046646,0.013107526
3560,"Metro - Counties in metro areas of 250,000 to 1 million population","Small-in a metro area with fewer than 1 million residents","Nonspecialized",0.393,0.092,0.226,0.078,0.5,0.22,0.189,0.028,0.005,0.878,0.058,0.002,0.104417670682731,0.33433734939759,0.389558232931727,0.171686746987952,11,10,0.273,0.225,0.09,0.058,0.186,0.236,12,4.02,18.76,2189,1609,"b",258,"250k-1M","Metro",0.02457,0.02025,0.061425,0.016769025
3563,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a large metro area","Mining-dependent",0.517,0.034,0.307,0.112,0.41,0.242,0.118,0.776,0.027,0.156,0.012,0.024,0.338983050847458,0.348953140578265,0.226321036889332,0.0857427716849452,14,8,0.305,NA,0.084,0.101,NA,0.256,8,NA,14.02,6020,4420,"a",303,"2.5-20k","Non-Metro",0.02562,NA,NA,NA
3564,"Metro - Counties in metro areas of fewer than 250,000 population","Small-in a metro area with fewer than 1 million residents","Recreation",0.495,0.057,0.137,0.036,0.508,0.194,0.189,0.023,0.011,0.942,0.008,0.004,0.0874751491053678,0.341948310139165,0.284294234592445,0.286282306163022,9,10,0.267,0.243,0.112,0.075,0.222,0.196,11,NA,8.91,1100,920,"a",219,"20-250k","Metro",0.029904,0.027216,0.064881,0.017323227
3565,"Metro - Counties in metro areas of 1 million population or more","Large-in a metro area with at least 1 million residents or more","Nonspecialized",0.512,0.059,0.236,0.09,0.517,0.231,0.113,0.08,0.292,0.544,0.009,0.047,0.109989909182644,0.279515640766902,0.32694248234107,0.283551967709385,14,9,0.281,0.204,0.111,0.09,0.158,0.244,12,12,13.31,1430,1180,"a",283,"1M+","Metro",0.031191,0.022644,0.057324,0.016108044
3566,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents","Nonspecialized",0.351,0.087,0.289,0.068,0.495,0.216,0.248,0.019,0.01,0.949,0.01,0.003,0.166832174776564,0.46077457795432,0.273088381330685,0.099304865938431,9,15,0.31,0.307,0.114,0.085,0.067,0.31,12,NA,36.91,4310,2169,"b",336,"2.5-20k","Non-Metro",0.03534,0.034998,0.09517,0.0295027
3567,"Metro - Counties in metro areas of 250,000 to 1 million population","Small-in a metro area with fewer than 1 million residents","Manufacturing-dependent",0.441,0.071,0.253,0.068,0.503,0.215,0.181,0.059,0.064,0.828,0.014,0.039,0.202661207778915,0.305015353121801,0.326509723643808,0.165813715455476,10,11,0.281,0.242,0.118,0.082,0.077,0.29,13,5.7,18.36,2530,1709,"b",277,"250k-1M","Metro",0.033158,0.028556,0.068002,0.019108562
3571,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents","Nonspecialized",0.467,0.043,0.291,0.159,0.521,0.211,0.245,0.131,0.022,0.84,0.007,0.002,0.121272365805169,0.31610337972167,0.301192842942346,0.261431411530815,10,11,0.276,NA,0.118,0.099,NA,0.276,10,NA,36.31,3679,930,"b",304,"under 2.5k","Non-Metro",0.032568,NA,NA,NA
3572,"Metro - Counties in metro areas of 250,000 to 1 million population","Small-in a metro area with fewer than 1 million residents","Recreation",0.444,0.066,0.243,0.085,0.497,0.228,0.167,0.072,0.177,0.737,0.017,0.006,0.138415245737212,0.312938816449348,0.332998996990973,0.215646940822467,11,9,0.296,0.276,0.115,0.069,0.18,0.27,12,2.82,24.83,3249,3139,"b",240,"250k-1M","Metro",0.03404,0.03174,0.081696,0.024182016
3573,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Micropolitan adjacent to a large metro area","Nonspecialized",0.418,0.062,0.221,0.064,0.527,0.258,0.184,0.019,0.023,0.948,0.006,0.012,0.200783545543585,0.42409402546523,0.247796278158668,0.127326150832517,13,12,0.307,0.28,0.125,0.098,NA,0.318,14,5,26.49,3489,2470,"a",324,"2.5-20k","Non-Metro",0.038375,0.035,0.08596,0.02638972
3576,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Micropolitan not adjacent to a metro area","Nonspecialized",0.356,0.057,0.334,0.149,0.427,0.235,0.14,0.54,0.061,0.389,0.01,0.005,0.285573122529644,0.362648221343874,0.243083003952569,0.108695652173913,13,11,0.292,NA,0.109,0.117,NA,0.285,9,NA,19.54,5279,2750,"b",256,"2.5-20k","Non-Metro",0.031828,NA,NA,NA
3578,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents","Manufacturing-dependent",0.636,0.035,0.1,0.033,0.505,0.232,0.174,0.018,0,0.947,0,0.004,0.0674846625766871,0.395705521472393,0.325153374233129,0.211656441717791,11,10,0.32,0.116,0.094,0.057,0.178,0.255,11,NA,11.37,3259,1610,"a",223,"2.5-20k","Non-Metro",0.03008,0.010904,0.03712,0.0118784
3580,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area","Micropolitan not adjacent to a metro area","Manufacturing-dependent",0.447,0.086,0.202,0.039,0.517,0.25,0.159,0.025,0.141,0.813,0.007,0,0.155555555555556,0.402020202020202,0.248484848484848,0.193939393939394,12,12,0.338,0.34,0.121,0.107,0.093,0.404,14,5.38,19.66,2040,1659,"b",370,"20-250k","Non-Metro",0.040898,0.04114,0.11492,0.03884296
3582,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents","Nonspecialized",0.457,0.061,0.23,0.091,0.512,0.259,0.179,0.026,0,0.937,0.011,0.002,0.132930513595166,0.389728096676737,0.307150050352467,0.170191339375629,12,13,0.31,NA,0.118,0.077,NA,0.283,9,NA,31.42,12419,2459,"b",280,"2.5-20k","Non-Metro",0.03658,NA,NA,NA
3584,"Metro - Counties in metro areas of 1 million population or more","Large-in a metro area with at least 1 million residents or more","Manufacturing-dependent",0.484,0.059,0.205,0.057,0.508,0.258,0.103,0.051,0.255,0.653,0.003,0.004,0.124509803921569,0.362745098039216,0.307843137254902,0.204901960784314,12,8,0.34,0.194,0.096,0.097,0.177,0.333,12,6.6,14.93,3280,3510,"a",277,"1M+","Metro",0.03264,0.018624,0.06596,0.0224264
3587,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Micropolitan not adjacent to a metro area","Mining-dependent",0.447,0.064,0.153,0.039,0.533,0.225,0.144,0.023,0.064,0.874,0.006,0.021,0.182539682539683,0.199404761904762,0.420634920634921,0.197420634920635,6,6,0.3,NA,0.088,0.094,NA,0.244,13,NA,NA,999,289,"a",288,"2.5-20k","Non-Metro",0.0264,NA,NA,NA
3589,"Metro - Counties in metro areas of fewer than 250,000 population","Small-in a metro area with fewer than 1 million residents","Federal/State government-dependent",0.479,0.047,0.18,0.065,0.484,0.218,0.139,0.022,0.044,0.906,0.003,0.008,0.144,0.386,0.269,0.201,11,8,0.334,0.307,0.108,0.104,0.177,0.299,10,5.3,19.16,4920,2600,"a",276,"20-250k","Metro",0.036072,0.033156,0.102538,0.034247692
3591,"Metro - Counties in metro areas of fewer than 250,000 population","Small-in a metro area with fewer than 1 million residents","Farm-dependent",0.456,0.065,0.288,0.135,0.495,0.227,0.164,0.034,0.179,0.765,0.002,0.007,0.211940298507463,0.357213930348259,0.25771144278607,0.173134328358209,12,10,0.283,0.248,0.116,0.088,NA,0.268,13,NA,22.99,14790,7339,"b",243,"20-250k","Metro",0.032828,0.028768,0.070184,0.019862072
3596,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents","Recreation",0.53,0.068,0.163,0.057,0.506,0.205,0.182,0.007,0.009,0.971,0.004,0.001,0.119477911646586,0.419678714859438,0.273092369477912,0.187751004016064,10,10,0.315,0.199,0.116,0.064,0.167,0.297,13,NA,20.33,2760,1999,"b",288,"2.5-20k","Non-Metro",0.03654,0.023084,0.062685,0.019745775
3597,"Metro - Counties in metro areas of 1 million population or more","Large-in a metro area with at least 1 million residents or more","Federal/State government-dependent",0.505,0.046,0.232,0.047,0.524,0.187,0.123,0.068,0.489,0.401,0,0.018,0.164634146341463,0.233739837398374,0.245934959349594,0.355691056910569,13,9,0.296,0.182,0.101,0.12,0.169,0.223,12,19.6,9.25,810,989,"a",307,"1M+","Metro",0.029896,0.018382,0.053872,0.015946112
3600,"Metro - Counties in metro areas of 250,000 to 1 million population","Small-in a metro area with fewer than 1 million residents","Recreation",0.436,0.076,0.32,0.095,0.519,0.197,0.191,0.054,0.135,0.764,0.005,0.015,0.119358074222668,0.329989969909729,0.325977933801404,0.224674022066199,10,11,0.272,0.246,0.109,0.107,0.164,0.222,12,6.9,19.17,2490,1619,"a",266,"250k-1M","Metro",0.029648,0.026814,0.066912,0.018200064
3604,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents","Manufacturing-dependent",0.432,0.079,0.269,0.069,0.508,0.238,0.163,0.153,0.039,0.794,0.015,0,0.249246231155779,0.381909547738693,0.257286432160804,0.111557788944724,13,13,0.346,0.237,0.143,0.083,NA,0.368,12,NA,28.73,4569,1990,"b",374,"2.5-20k","Non-Metro",0.049478,0.033891,0.082002,0.028372692
3605,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents","Farm-dependent",0.564,0.024,0.17,0.082,0.512,0.23,0.205,0.034,0.003,0.944,0.008,0,0.0841584158415842,0.346534653465347,0.363366336633663,0.205940594059406,13,12,0.309,0.13,0.091,0.063,0.166,0.323,12,NA,24.59,940,940,"a",235,"2.5-20k","Non-Metro",0.028119,0.01183,0.04017,0.01241253
3606,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents","Manufacturing-dependent",0.432,0.077,0.207,0.08,0.506,0.221,0.185,0.02,0.007,0.973,0.002,0.003,0.146825396825397,0.491071428571429,0.256944444444444,0.10515873015873,10,14,0.333,0.291,0.115,0.093,0.149,0.303,14,NA,19.72,4219,1789,"b",277,"2.5-20k","Non-Metro",0.038295,0.033465,0.096903,0.032268699
3609,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Micropolitan not adjacent to a metro area","Nonspecialized",0.504,0.058,0.276,0.109,0.508,0.249,0.152,0.063,0,0.719,0.209,0.006,0.0803212851405622,0.317269076305221,0.389558232931727,0.21285140562249,15,10,0.25,0.224,0.083,0.084,0.158,0.239,11,9.72,43.49,1609,1260,"b",255,"2.5-20k","Non-Metro",0.02075,0.018592,0.056,0.014
3611,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area","Micropolitan adjacent to a small metro area","Nonspecialized",0.377,0.073,0.247,0.079,0.523,0.246,0.16,0.029,0.366,0.575,0.005,0.006,0.182270916334661,0.334661354581673,0.293824701195219,0.189243027888446,12,11,0.312,0.213,0.145,0.098,0.137,0.269,12,5,15.4,2489,1140,"a",300,"20-250k","Non-Metro",0.04524,0.030885,0.066456,0.020734272
3614,"Metro - Counties in metro areas of 1 million population or more","Large-in a metro area with at least 1 million residents or more","Mining-dependent",0.417,0.046,0.3,0.137,0.5,0.281,0.144,0.625,0.007,0.354,0.003,0.002,0.246031746031746,0.360119047619048,0.256944444444444,0.136904761904762,15,8,0.291,0.382,0.106,0.092,NA,0.269,8,4.7,16.94,2769,4219,"a",291,"1M+","Metro",0.030846,0.040492,0.111162,0.032348142
3615,"Metro - Counties in metro areas of 1 million population or more","Large-in a metro area with at least 1 million residents or more","Nonspecialized",0.507,0.054,0.256,0.099,0.517,0.275,0.082,0.207,0.249,0.41,0.011,0.108,0.125992063492063,0.239087301587302,0.288690476190476,0.346230158730159,13,5,0.273,0.14,0.068,0.09,0.159,0.195,13,3.7,9.92,1749,1709,"a",211,"1M+","Metro",0.018564,0.00952,0.03822,0.01043406
3616,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents","Nonspecialized",0.443,0.057,0.234,0.075,0.511,0.218,0.156,0.024,0.024,0.942,0.005,0,0.201189296333003,0.391476709613479,0.258671952428147,0.148662041625372,10,11,0.38,0.254,0.125,0.109,NA,0.339,13,NA,16.32,3400,3370,"b",252,"2.5-20k","Non-Metro",0.0475,0.03175,0.09652,0.0366776
3619,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents","Farm-dependent",0.469,0.047,0.129,0.038,0.499,0.236,0.193,0.051,0.001,0.907,0.009,0.019,0.0922768304914744,0.33099297893681,0.381143430290873,0.195586760280843,12,11,0.288,0.227,0.097,0.082,0.147,0.254,11,NA,16.32,2180,1530,"a",236,"2.5-20k","Non-Metro",0.027936,0.022019,0.065376,0.018828288
3623,"Metro - Counties in metro areas of 1 million population or more","Large-in a metro area with at least 1 million residents or more","Nonspecialized",0.508,0.059,0.181,0.038,0.518,0.253,0.116,0.145,0.267,0.536,0.01,0.039,0.133266533066132,0.284569138276553,0.289579158316633,0.292585170340681,15,9,0.317,0.213,0.101,0.09,0.219,0.249,12,11.32,7.14,1520,1330,"b",272,"1M+","Metro",0.032017,0.021513,0.067521,0.021404157
3626,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area","Micropolitan adjacent to a large metro area","Manufacturing-dependent",0.47,0.061,0.186,0.071,0.508,0.25,0.149,0.056,0.002,0.915,0,0,0.121730382293763,0.474849094567404,0.266599597585513,0.13682092555332,12,10,0.355,0.312,0.1,0.065,0.256,0.34,14,NA,16.44,3270,2370,"a",274,"20-250k","Non-Metro",0.0355,0.0312,0.11076,0.0393198
3627,"Metro - Counties in metro areas of fewer than 250,000 population","Small-in a metro area with fewer than 1 million residents","Nonspecialized",0.439,0.101,0.233,0.065,0.476,0.246,0.128,0.269,0.187,0.493,0.006,0.012,0.231231231231231,0.392392392392392,0.232232232232232,0.144144144144144,13,10,0.336,0.238,0.113,0.096,0.173,0.301,11,6.6,17.82,1889,2269,"b",318,"20-250k","Metro",0.037968,0.026894,0.079968,0.026869248
3628,"Metro - Counties in metro areas of 250,000 to 1 million population","Small-in a metro area with fewer than 1 million residents","Nonspecialized",0.51,0.064,0.123,0.031,0.507,0.212,0.139,0.04,0.061,0.854,0,0.024,0.0898989898989899,0.286868686868687,0.339393939393939,0.283838383838384,11,9,0.272,0.184,0.104,0.069,0.213,0.226,11,1.9,8.32,2509,1890,"b",288,"250k-1M","Metro",0.028288,0.019136,0.050048,0.013613056
3630,"Metro - Counties in metro areas of 1 million population or more","Large-in a metro area with at least 1 million residents or more","Nonspecialized",0.502,0.056,0.2,0.081,0.504,0.242,0.163,0.014,0.003,0.958,0.004,0.008,0.119312436804853,0.428715874620829,0.273003033367037,0.17896865520728,10,10,0.332,0.304,0.123,0.045,NA,0.266,14,NA,27.86,NA,7510,"b",282,"1M+","Metro",0.040836,0.037392,0.100928,0.033508096
3632,"Metro - Counties in metro areas of 1 million population or more","Large-in a metro area with at least 1 million residents or more","Recreation",0.438,0.077,0.284,0.116,0.504,0.283,0.124,0.455,0.059,0.389,0.013,0.08,0.200201207243461,0.26056338028169,0.329979879275654,0.209255533199195,13,6,0.267,0.147,0.098,0.073,0.169,0.2,9,5.13,12.75,2160,2500,"b",236,"1M+","Metro",0.026166,0.014406,0.039249,0.010479483
3635,"Metro - Counties in metro areas of fewer than 250,000 population","Small-in a metro area with fewer than 1 million residents","Federal/State government-dependent",0.511,0.051,0.167,0.072,0.499,0.162,0.123,0.076,0.003,0.833,0.013,0.057,0.0561122244488978,0.146292585170341,0.270541082164329,0.527054108216433,8,6,0.227,0.11,0.067,0.055,0.139,0.144,9,NA,8.08,1720,810,"b",188,"20-250k","Metro",0.015209,0.00737,0.02497,0.00566819
3636,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents","Federal/State government-dependent",0.496,0.093,0.255,0.1,0.495,0.196,0.216,0.808,0,0.176,0.032,0.003,0.161257606490872,0.355983772819473,0.339756592292089,0.143002028397566,10,9,0.235,0.17,0.094,0.098,0.127,0.228,10,NA,NA,4699,NA,"a",193,"under 2.5k","Non-Metro",0.02209,0.01598,0.03995,0.00938825
3637,"Metro - Counties in metro areas of 1 million population or more","Large-in a metro area with at least 1 million residents or more","Nonspecialized",0.52,0.059,0.19,0.068,0.5,0.239,0.172,0.022,0.021,0.938,0.003,0.002,0.108267716535433,0.421259842519685,0.28248031496063,0.187992125984252,12,11,0.308,0.238,0.099,0.066,0.176,0.268,9,NA,23.61,3379,3320,"b",322,"1M+","Metro",0.030492,0.023562,0.073304,0.022577632
3639,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents","Nonspecialized",0.393,0.071,0.263,0.06,0.517,0.221,0.199,0.016,0.405,0.553,0,0.007,0.228915662650602,0.418674698795181,0.262048192771084,0.0903614457831325,13,15,0.345,0.359,0.142,0.122,NA,0.342,12,NA,49.2,3950,2690,"b",406,"2.5-20k","Non-Metro",0.04899,0.050978,0.123855,0.042729975
3640,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents","Manufacturing-dependent",0.341,0.109,0.213,0.057,0.509,0.227,0.186,0.018,0.065,0.918,0.007,0,0.197802197802198,0.451548451548452,0.235764235764236,0.114885114885115,10,13,0.346,0.269,0.121,0.088,NA,0.331,13,6.27,42.63,2200,2369,"b",410,"2.5-20k","Non-Metro",0.041866,0.032549,0.093074,0.032203604
3645,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents","Nonspecialized",0.417,0.079,0.283,0.069,0.525,0.259,0.141,0.015,0.356,0.607,0.003,0,0.214428857715431,0.403807615230461,0.231462925851703,0.150300601202405,12,11,0.392,0.181,0.124,0.126,NA,0.346,12,NA,22.71,2309,1390,"a",386,"2.5-20k","Non-Metro",0.048608,0.022444,0.070952,0.027813184
3646,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents","Farm-dependent",0.492,0.021,0.137,0.081,0.494,0.178,0.292,0.003,0.009,0.979,0.004,0,0.115577889447236,0.376884422110553,0.322613065326633,0.184924623115578,10,16,0.309,0.158,0.111,0.1,0.183,0.282,10,NA,NA,2289,NA,"a",243,"under 2.5k","Non-Metro",0.034299,0.017538,0.048822,0.015085998
3650,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a large metro area","Nonspecialized",0.474,0.073,0.171,0.076,0.511,0.253,0.163,0.017,0.001,0.966,0.005,0.011,0.128358208955224,0.449751243781095,0.253731343283582,0.1681592039801,11,11,0.322,0.266,0.09,0.064,0.239,0.292,14,NA,9.06,9670,9580,"b",280,"2.5-20k","Non-Metro",0.02898,0.02394,0.085652,0.027579944
3651,"Metro - Counties in metro areas of 250,000 to 1 million population","Small-in a metro area with fewer than 1 million residents","Nonspecialized",0.468,0.051,0.245,0.113,0.515,0.178,0.227,0.116,0.092,0.736,0.009,0.015,0.113095238095238,0.344246031746032,0.324404761904762,0.218253968253968,9,14,0.269,0.226,0.136,0.084,0.165,0.268,11,5.5,18.24,2249,1510,"a",261,"250k-1M","Metro",0.036584,0.030736,0.060794,0.016353586
3654,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a large metro area","Farm-dependent",0.415,0.068,0.237,0.104,0.492,0.203,0.256,0.02,0.011,0.944,0.011,0.004,0.18444666001994,0.454636091724825,0.25024925224327,0.110667996011964,10,14,0.339,NA,0.12,0.074,NA,0.346,9,NA,35.19,4839,1599,"b",323,"under 2.5k","Non-Metro",0.04068,NA,NA,NA
3658,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents","Farm-dependent",0.522,0.04,0.147,0.085,0.506,0.181,0.274,0.006,0,0.972,0.006,0,0.160768452982811,0.337714863498483,0.298281092012133,0.203235591506572,9,13,0.293,0.166,0.106,NA,0.244,0.31,10,NA,45.81,1460,2110,"b",247,"under 2.5k","Non-Metro",0.031058,0.017596,0.048638,0.014250934
3659,"Metro - Counties in metro areas of fewer than 250,000 population","Small-in a metro area with fewer than 1 million residents","Manufacturing-dependent",0.562,0.038,0.128,0.051,0.506,0.217,0.167,0.053,0.01,0.913,0.005,0.009,0.0893743793445879,0.391261171797418,0.307845084409136,0.211519364448858,11,9,0.287,0.192,0.081,0.065,0.222,0.231,12,NA,11.7,1590,1609,"a",235,"20-250k","Metro",0.023247,0.015552,0.055104,0.015814848
3660,"Metro - Counties in metro areas of 250,000 to 1 million population","Small-in a metro area with fewer than 1 million residents","Manufacturing-dependent",0.513,0.051,0.157,0.047,0.497,0.233,0.162,0.025,0,0.954,0.005,0.014,0.0788675429726997,0.375126390293225,0.352881698685541,0.193124368048534,10,8,0.374,0.209,0.095,0.06,0.177,0.263,12,NA,17.76,3719,2550,"b",256,"250k-1M","Metro",0.03553,0.019855,0.078166,0.029234084
3661,"Metro - Counties in metro areas of 250,000 to 1 million population","Small-in a metro area with fewer than 1 million residents","Nonspecialized",0.479,0.045,0.192,0.074,0.519,0.255,0.121,0.02,0.187,0.761,0.001,0.001,0.0966135458167331,0.268924302788845,0.338645418326693,0.295816733067729,13,7,0.337,0.202,0.121,0.107,0.133,0.299,12,4.11,20.16,1849,1430,"b",287,"250k-1M","Metro",0.040777,0.024442,0.068074,0.022940938
3664,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents","Manufacturing-dependent",0.355,0.096,0.243,0.06,0.499,0.22,0.168,0.032,0.019,0.947,0.002,0.006,0.283838383838384,0.36969696969697,0.253535353535354,0.0929292929292929,10,12,0.316,0.282,0.132,0.072,NA,0.396,13,NA,19.75,3520,1610,"b",315,"2.5-20k","Non-Metro",0.041712,0.037224,0.089112,0.028159392
3665,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents","Farm-dependent",0.436,0.041,0.258,0.086,0.502,0.217,0.173,0.032,0.027,0.949,0.001,0,0.252024291497976,0.421052631578947,0.185222672064777,0.1417004048583,14,12,0.348,0.254,0.13,0.086,NA,0.278,14,NA,35.28,1779,2160,"a",442,"under 2.5k","Non-Metro",0.04524,0.03302,0.088392,0.030760416
3666,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents","Nonspecialized",0.451,0.063,0.233,0.091,0.511,0.231,0.196,0.016,0.302,0.664,0.001,0,0.20871327254306,0.336372847011145,0.326241134751773,0.128672745694022,12,10,0.346,0.153,0.145,0.131,0.109,0.343,12,NA,23.93,2789,2779,"a",304,"under 2.5k","Non-Metro",0.05017,0.022185,0.052938,0.018316548
3669,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents","Nonspecialized",0.384,0.083,0.259,0.096,0.498,0.207,0.192,0.03,0.499,0.47,0.002,0.013,0.198994974874372,0.362814070351759,0.292462311557789,0.14572864321608,11,12,0.379,0.217,0.156,0.119,0.125,0.302,12,9.56,31.42,3599,2039,"b",291,"2.5-20k","Non-Metro",0.059124,0.033852,0.082243,0.031170097
3670,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents","Federal/State government-dependent",0.412,0.038,0.178,0.09,0.41,0.205,0.182,0.11,0.057,0.817,0.012,0.014,0.115884115884116,0.410589410589411,0.324675324675325,0.148851148851149,9,9,0.302,0.179,0.097,0.049,0.213,0.317,9,NA,32.98,5139,2569,"a",250,"under 2.5k","Non-Metro",0.029294,0.017363,0.054058,0.016325516
3674,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents","Nonspecialized",0.444,0.06,0.297,0.163,0.511,0.191,0.226,0.033,0.229,0.716,0.004,0.016,0.168831168831169,0.377622377622378,0.315684315684316,0.137862137862138,8,17,0.313,0.357,0.14,0.097,NA,0.332,11,NA,37.21,10490,NA,"b",327,"under 2.5k","Non-Metro",0.04382,0.04998,0.111741,0.034974933
